uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
MT,3,130,43,53,63.900000000000006,87,193,296.10000000000014,390,564.0249999999999
MT,4,143,47,56,70,97,218,333.10000000000014,459,631.4749999999974
MT,5,169,57.975,72,86,115,261,406,542.05,719
MT,6,198,67,78,95,133.75,298.25,477.2000000000003,661.6999999999994,894.0749999999996
MT,7,230,79,94,113.9,159,350,556.1000000000001,736.1499999999999,951.174999999999
MT,8,273.5,90,107,127,184,413.25,640,890.3999999999996,1225.5249999999971
MT,9,302,103.975,122,147,205,461,715.2000000000003,990.05,1308.6249999999966
MT,10,337.5,107.975,130.95,161,231,512,807.1000000000001,1073,1350.374999999998
MT,11,374,116.975,145,182,249,574,882.2000000000003,1218.1,1623.0999999999995
MT,12,421,146,172.95,209,288,644.25,978.2000000000003,1295.1,1790.2999999999984
MT,13,424.5,145.975,170,210.9,285,641,1031.2000000000003,1362.2999999999997,1825.2249999999988
MT,14,494,168,200,237,337,740.25,1133.5000000000007,1526.6999999999994,2104.899999999995
MT,15,579,204,246.95000000000002,292.9,405.75,865.5,1326.2000000000003,1756.3499999999997,2594.3749999999927
MT,16,667,227,280.95,338.90000000000003,474,997,1507.1000000000001,2040.3499999999988,2959.849999999995
MT,17,759,259,311,372,516.5,1136.25,1704.700000000001,2406.6499999999996,3195.0499999999943
MT,18,819,302,352.85,424.9,575,1242.5,1869.3000000000004,2473.399999999998,3214.0249999999996
MT,19,864.5,309.95000000000005,363,442.90000000000003,605,1314.5,1926.400000000002,2739.45,3727.2749999999983
MT,20,897,329.97499999999997,376,459,617.75,1310,2112.2000000000003,2794.3999999999996,3881.374999999998
MT,21,891,318.97499999999997,371,461.9,627.75,1331,2034.3000000000004,2682.4999999999995,3607.124999999999
MT,22,883,330,383,460.79999999999995,613.75,1290.5,1999,2701.8999999999987,3754.0499999999997
MT,23,862.5,314.95,365.95000000000005,433,591.75,1294.5,1928,2498.5999999999995,3367.174999999999
MT,24,855,308.85,366,439,589,1273.25,1903.2000000000003,2492.2,3352.374999999998
MT,25,824.5,298.975,351.95,419.9,572.75,1217.5,1843.3000000000004,2529.949999999999,3456.8749999999955
MT,26,814,292.925,335,415.9,567.75,1217,1839.2000000000003,2419.35,3326.374999999998
MT,27,811,285.975,339.95,414.90000000000003,566,1253,1889.6000000000008,2515.35,3510.6499999999915
MT,28,827,288.95000000000005,342.85,417,556.75,1227,1845.800000000001,2746.25,3624.0249999999996
MT,29,819.5,285.975,342.95000000000005,411,565,1252.5,1870.2000000000003,2527.0499999999993,3468.1749999999993
MT,30,786,268,322,388.9,548,1209,1858.400000000002,2646.1,3521
MT,31,761.5,268,314.95000000000005,378,530,1172.75,1840.5000000000007,2412.3499999999995,3210.399999999998
MT,32,719.5,258.975,297.9,355.9,497,1146,1761,2304.2999999999997,3191.6249999999964
MT,33,661.5,226.97500000000002,269.95000000000005,328.9,459.5,1026.5,1574.5000000000007,2142.05,2713.3249999999985
MT,34,608.5,196.975,244.95,295,414.75,903.25,1442.1000000000001,1989.1,2651.0749999999994
MT,35,515,179.95,217,261,357,828.75,1282.6000000000008,1681.5499999999995,2367.0499999999993
MT,36,461,158.97500000000002,185.95,223,311.75,708,1098.1000000000001,1454.4499999999996,2014.2999999999984
MT,37,390,137,159,194,267,616.25,1012,1361.1499999999999,1813.5249999999971
MT,38,333,113.975,136,164,226,519.25,840.3000000000004,1173,1537.299999999993
MT,39,292,96,117,143.9,200,445.25,678.4000000000005,938.1499999999999,1334.0749999999996
MT,40,253,84.975,100.95,125,171.75,377,596.1000000000001,785.05,1174.4749999999974
MT,41,212,68,81,101,141,324,501.10000000000014,731.0999999999999,990.0749999999996
MT,42,187,63,75,92,125,276,441,595.0999999999999,783.4249999999977
MT,43,167,53,63,81,112,252,380,508.2499999999998,647.1999999999989
MT,44,146,50,58,71,98,222,344.10000000000014,474.0999999999999,667.0749999999996
MT,45,129,45,52,64,89,194,291,417.04999999999995,535.0249999999999
MT,46,117,40,47,58,81,174,271.10000000000014,398.04999999999995,532.1999999999989
MT,47,109,37.975,44,53,73,163,247.20000000000027,345,468.09999999999945
MT,48,100,35,42,51,68,153.25,228,306.04999999999995,396.02499999999986
MT,49,97,33,39.95,49,67,146,214,293.04999999999995,390.0499999999997
MT,50,95,32,38,45.900000000000006,65,141,209.20000000000027,291.0999999999999,387.1499999999992
MT,51,94,32.975,39,47,64,140,213.10000000000014,285.0999999999999,360.0499999999997
MT,52,93,30,37,45,64,140.25,218,287.04999999999995,386.02499999999986
MT,53,97,32,39,47,65,147,220,300.04999999999995,406.09999999999945
PA,1,57,17,21,27,39,85,123,159.0999999999999,202
PA,2,58,18,22,28,39,86,131.10000000000014,163.04999999999995,226
PA,3,59,19,23,28,40,89,128,169.04999999999995,217
PA,4,61,19,23,29,41,92,135.10000000000014,178,229.04999999999973
PA,5,68,20,25,31,46,101,149.10000000000014,190.04999999999995,243.0749999999996
PA,6,74,22,28,36,50,110,161.10000000000014,203.04999999999995,269
PA,7,80,25,30.950000000000003,39,55,120,177.10000000000014,229,290.0749999999996
PA,8,86,25,32,38.900000000000006,57,128.25,190.10000000000014,257,324.02499999999986
PA,9,89,26,32,39.900000000000006,58,133,194,252.04999999999995,325.0499999999997
PA,10,90,28,35,42,62,134,195,254,347.1249999999993
PA,11,96,27,34,45,64,140,206,265.04999999999995,360.0499999999997
PA,12,109,33,42,51,72,158,233.20000000000027,309.04999999999995,369.0499999999997
PA,13,109.5,35,41,51,73.75,161,228,294,371.09999999999945
PA,14,132,41,52,63,90,197,283,374.0999999999999,475.0749999999996
PA,15,171,55,67,82,116,257,371,480,594.0499999999997
PA,16,222,67,84,103,151,326.25,485,638.05,822.0249999999999
PA,17,263,82.97500000000001,102,128.9,178,393,589.4000000000005,718.1999999999998,913.0999999999995
PA,18,297,99,120,143,205,445,653.1000000000001,843.2499999999998,1126
PA,19,319,104,129,159,218,482,711.2000000000003,937.1499999999999,1170.2499999999986
PA,20,334,108,129.95,161,227,492.25,708.1000000000001,903.05,1116.0499999999997
PA,21,331.5,106.97500000000001,125.95,156.9,222,493,718.1000000000001,924.2499999999998,1188.0749999999996
PA,22,330,111.975,132.95,161,228,496.25,734.1000000000001,919.0999999999999,1230
PA,23,324,110,131.95,158,221,481,665.1000000000001,871.2999999999997,1166.2249999999988
PA,24,317,102,125,155,217,458.25,685.6000000000008,878.05,1104.0749999999996
PA,25,300,101,117,144,206,448.25,652.3000000000004,842.05,1066.374999999998
PA,26,286.5,93,110,135.9,191,414,612,782,928.0749999999996
PA,27,267,83,98.95,123,184,390,571.3000000000004,741.0999999999999,971.0249999999999
PA,28,252,81,98,118,172,364,553,700.3999999999996,933.1249999999993
PA,29,241,77.975,97.95,117,164,350,531,682.0999999999999,840.0749999999996
PA,30,217,73,84.95,104,149,324,491.10000000000014,638.05,793.1249999999993
PA,31,204,67,81.95,102,142,304,438,575.1499999999999,737.2499999999986
PA,32,190,60,71,91,130,278,404.10000000000014,506.04999999999995,601.0999999999995
PA,33,167.5,50,63,80,113,245.25,362.2000000000003,485.04999999999995,579.1249999999993
PA,34,142,48.975,57,70.9,96,219,328.10000000000014,419.04999999999995,530.0249999999999
PA,35,128,41,48,60,85,187,281,345.04999999999995,427.09999999999945
PA,36,115,34.975,43.95,53.900000000000006,79,165.25,246.10000000000014,322,395
PA,37,102,33,40,49,70,149,218.10000000000014,279.04999999999995,346
PA,38,93,29.975,35,43,63.75,135,200,252.04999999999995,332.02499999999986
PA,39,83,25,32,40,57,125,179,234.04999999999995,288.0749999999996
PA,40,78,25,30,38,53,118,179,232,285.02499999999986
PA,41,73,23.975,28,35,50,107,161.10000000000014,199.04999999999995,252
PA,42,69,23,27,34,46,104,158,204,262
PA,43,66,20,26,33,46,100,152,198.04999999999995,258.0749999999996
PA,44,68,22,27,33,46,102,148,199.04999999999995,260
PA,45,67,21,26,32,46,102,152,199.04999999999995,255.02499999999986
PA,46,67,21,25,32,45,99.25,154,192.04999999999995,253.12499999999932
PA,47,66,20.975,25,31,44,99,145,182,240.02499999999986
PA,48,63,20,24,30,43,94,137,178.04999999999995,248.14999999999918
PA,49,62,19,24,30,42,91,133,177.04999999999995,222.02499999999986
PA,50,60,20,23,29,42,88,133,173,223.02499999999986
PA,51,59,19,23,28.900000000000006,41,86,131,172.0999999999999,215
PA,52,58,19,23,28,39,87,124.10000000000014,158.04999999999995,205
PA,53,58,17,21,27,39,86,127,167,225.12499999999932
PB,1,123,28.975,37,47,76,204,319.10000000000014,418.14999999999986,536
PB,2,113,25.975,32,43,69,188,290.10000000000014,371.04999999999995,474.0749999999996
PB,3,107,23,30,40,65,175.25,268,372,457.02499999999986
PB,4,101,22.975,29,38,61,165,255.10000000000014,347.04999999999995,479.1249999999993
PB,5,95,21,28,36,57,159,252.10000000000014,321,425.0749999999996
PB,6,92,20,27,35,56,153.25,236.20000000000027,330,430.0499999999997
PB,7,89,18,24,34,55,146,230.10000000000014,296.04999999999995,388
PB,8,86,19,25.950000000000003,33,52,139,219,287,363.0499999999997
PB,9,88,18,24,32,52,142,220.10000000000014,288.04999999999995,382.0499999999997
PB,10,86,20,25,32.900000000000006,51,138,225,316,425
PB,11,87,21,27,34,54,141,217.10000000000014,300,392
PB,12,90,21,27,37,55,146,235,308,412
PB,13,89.5,21,26,36,55,149,231,300.0999999999999,413
PB,14,102,20,28,38,61,158,246,324.0999999999999,422.0499999999997
PB,15,110,26.975,34,43,69,178,283.10000000000014,372.04999999999995,482.09999999999945
PB,16,131,33.975,40,53,81,211.25,328.10000000000014,426.04999999999995,557.0749999999996
PB,17,150,39,50,62,92,241,367.2000000000003,489,600.1999999999989
PB,18,170.5,44,54,70,107,273,436,560.2499999999998,737.0499999999997
PB,19,206.5,48,63,80.9,128,337,527.1000000000001,687.05,872.0249999999999
PB,20,233.5,58.975,70.95,95,147.75,385.25,605,830.1499999999999,1074.4249999999977
PB,21,271,67,83.95,113,167,438.25,667.3000000000004,867.1999999999998,1129.1249999999993
PB,22,314.5,76,98,128.9,201,509.25,777.1000000000001,1029.05,1349.1249999999993
PB,23,343,81.95,105,142.9,220,536,854.1000000000001,1086.2999999999997,1424.5249999999971
PB,24,360.5,90,114,150.9,229,570.5,914,1177.3999999999996,1550.174999999999
PB,25,403.5,86.97500000000001,114,153,245,636.25,1002.2000000000003,1290.2499999999998,1715.0499999999997
PB,26,395.5,100.975,123,161,248.75,657.25,998.1000000000001,1380.1999999999998,1766.1249999999993
PB,27,422,98.97500000000001,125.95,168,263.75,695.25,1055,1397,1813.6749999999963
PB,28,442,101.95,128.95,174.9,273,707.25,1098.2000000000003,1452.05,1843.174999999999
PB,29,446.5,116,146.95000000000002,192,280,722,1140.3000000000004,1497.2999999999997,1923.7999999999956
PB,30,450.5,110.97500000000001,143.95,184,288,717,1123.2000000000003,1485.4499999999996,2011.2749999999985
PB,31,483,120.975,153,188,295.75,768.5,1182.700000000001,1560,1958.199999999999
PB,32,471,107.975,140,188.9,289.75,751.5,1168,1478.4499999999996,1977.2249999999879
PB,33,464,121.95,154,193.9,288,760.25,1150.4000000000005,1534.1999999999998,2020.2749999999985
PB,34,463,106,136.95,183,285.75,729.5,1156,1499.1499999999999,1909.0499999999997
PB,35,448,113.975,142.95000000000002,179,279,719,1132.1000000000001,1441.6999999999994,1841.6999999999962
PB,36,418.5,112.975,139,174,264.75,687,1079.6000000000008,1457.4499999999996,1912.1499999999992
PB,37,413,94.92500000000001,120,153.9,251.75,683,1071,1356.4499999999996,1869.374999999998
PB,38,390.5,92,119,158,244.75,633,1004.1000000000001,1348.1,1665.2749999999985
PB,39,372,91.975,110.95,150,232,606.25,957.1000000000001,1264.2999999999997,1603.2749999999985
PB,40,355,82.95000000000002,108,141,218,566,909.2000000000003,1243.5499999999995,1570.3999999999978
PB,41,341,86,104,134,207.75,558.25,863.2000000000003,1169.1999999999998,1480.374999999998
PB,42,328.5,73.975,98,130,200,526,852.5000000000007,1103.1499999999999,1375
PB,43,294,76,93.95,123,184,477,729.6000000000008,993.05,1242.4999999999973
PB,44,279,67.95,87,112.9,176,452,706.4000000000019,984.1999999999998,1271.6499999999965
PB,45,261,62,80,104,159,421.5,682.1000000000001,903.0999999999999,1098.0249999999999
PB,46,247,57,77,100,156,406.25,633.3000000000004,829.2999999999997,1022.0749999999996
PB,47,221.5,48,68,90,138,366,553.1000000000001,750.1499999999999,955.0249999999999
PB,48,207,47.975,60.95,79,124,336,521.1000000000001,705.1499999999999,912.4249999999977
PB,49,192.5,44.975,59.95,76,119,308,473.2000000000003,610.05,782.174999999999
PB,50,170,38,51,68,105,280,446,593.0999999999999,720.1999999999989
PB,51,155.5,37.975,47,61,99,255,395.10000000000014,535.05,657.0249999999999
PB,52,142,35,44,58,89,235,365.2000000000003,484.14999999999986,621.0499999999997
PB,53,133.5,28,39,52,83,212,344.10000000000014,458.04999999999995,600.3249999999982
PE,1,268,52,67,92,156,497,930.5000000000007,1389.5499999999995,1884.5999999999967
PE,2,263,53,65,90,144,479.25,835.5000000000007,1224,1698.1499999999992
PE,3,255,49.975,64,88.9,146,460.75,791.3000000000004,1140.3999999999996,1574.7749999999958
PE,4,260,52,68.95,91,145,455,786,1096.1499999999999,1549.3249999999982
PE,5,256,47,65,86.9,139,451.25,783.4000000000005,1156.3499999999997,1695.0999999999995
PE,6,249,49.975,64,84,140.75,452,780.5000000000007,1148.3499999999997,1517.0999999999995
PE,7,240,43,55,81.9,137,424,776.1000000000001,1139.1499999999999,1547.0499999999997
PE,8,234,45,60.95,80,135,419,731.1000000000001,1031.1499999999999,1416.1499999999992
PE,9,227,45,59,82,129.75,390,715.1000000000001,1065.2499999999998,1470.199999999999
PE,10,214,45,57,77,124,381,702.1000000000001,1021.1499999999999,1394.349999999998
PE,11,214,46,59,81,126.75,378.5,687.2000000000003,1037.2499999999998,1337.2749999999985
PE,12,210,43.975,57,75,121,389.25,701.1000000000001,1001.4499999999996,1441
PE,13,211.5,43,55,77,124,386.25,687.1000000000001,1001.0999999999999,1342.549999999997
PE,14,220,43.975,57,77,130,396,705.4000000000005,1068,1479
PE,15,232,48,60.95,84,137,431.25,760.1000000000001,1079.05,1451.3499999999926
PE,16,248,49.975,67,90,144,439.25,786.1000000000001,1105.6499999999994,1693.1499999999992
PE,17,271.5,55,68.95,91,157,493.75,860.5000000000007,1298.9499999999991,1896.0749999999887
PE,18,299.5,60,77.95,109,175,532.25,923.2000000000003,1311.6999999999994,1897.199999999999
PE,19,336,68.975,87,121,201,584,1062.2000000000003,1515.5499999999986,2098.199999999999
PE,20,369,73,95.95,129,212,651.5,1215.4000000000005,1707.3499999999988,2348.4249999999975
PE,21,427,88,118,154,250.75,716.5,1267.1000000000015,1879.1999999999998,2701.025
PE,22,466,96.9,120,169,282,811,1401.1000000000001,2026.5999999999995,2805.075
PE,23,512,108,141,186.9,298,899,1622.500000000002,2384.4999999999995,3249.0999999999995
PE,24,557.5,118.97500000000001,156.95,216,334,971,1739.2000000000003,2467.7999999999993,3497.87499999999
PE,25,576,122.97500000000001,156.95,209,339,1047,1774.2000000000003,2700.899999999999,3767.5749999999966
PE,26,655,137.95,169,231,373,1132,1998.6000000000022,2774.5499999999993,4104.774999999985
PE,27,668,148,190.95000000000002,242.9,406.75,1161.25,2015.1000000000015,2781.3499999999995,3999.4249999999975
PE,28,704.5,161.975,192.95,264,416.75,1206,2132.400000000002,3285.949999999999,4767.3249999999925
PE,29,724,168.975,206,276.9,427.5,1246.5,2134.1000000000004,3005.1499999999996,3995.0499999999893
PE,30,767,166.97500000000002,214.95000000000002,278,452,1312.75,2235.600000000001,3419.1000000000004,4655.074999999993
PE,31,783.5,162.97500000000002,212,279.9,451.75,1327,2254.4000000000005,3124.05,4526.049999999988
PE,32,748.5,186.97500000000002,226.95000000000002,286,456,1296,2261.2000000000003,3521.949999999999,5000.699999999996
PE,33,737.5,164,211,281,453.75,1269.25,2281.400000000002,3027.8499999999985,4116.024999999994
PE,34,737,160.95,198.90000000000003,278.9,429,1277,2200.1000000000004,3227.6999999999985,4536.574999999992
PE,35,697.5,143.975,188.95,256.9,416,1172.25,2040.9000000000012,2986.749999999999,4163.074999999994
PE,36,663,153,191.95,248,401,1167,1973.3000000000004,2944.1499999999996,3860.1749999999993
PE,37,641,134.95000000000002,171,235,376.75,1091.25,1905.1000000000001,2711.3499999999985,3607.7499999999854
PE,38,602,131.975,169,224.9,358.75,1066.25,1867.9000000000012,2769.699999999999,3875.3749999999977
PE,39,560.5,115,157.95,205.9,336.75,1005.25,1782.9000000000026,2782.4999999999995,3747.1249999999936
PE,40,533,110.97500000000001,140,190.8,307,954,1658.3000000000004,2401.3499999999995,3330.0249999999996
PE,41,501,100.975,135,180.9,294,877.5,1507.0000000000014,2434.3499999999995,3497.024999999994
PE,42,464.5,100.975,128.95,168.9,267,829,1406.1000000000001,2212.3999999999996,3097.624999999997
PE,43,436,85.975,113.95,160,255,777,1407.1000000000001,1986,2754
PE,44,428,80,107,140,239.75,753.25,1346.1000000000001,1875.2499999999998,2787.0249999999996
PE,45,392,75.975,101,137.9,217.75,688,1184.2000000000003,1732.9499999999991,2389.424999999998
PE,46,364.5,69.975,94,131,213,671,1190.3000000000004,1674.199999999999,2462.324999999998
PE,47,349,68,92,126,201.75,649.5,1187.2000000000003,1636.3999999999987,2573.449999999998
PE,48,326,66.97500000000001,85,111.9,188,607.25,1126.1000000000001,1733.2499999999998,2174
PE,49,327,62,79,107,185.75,583,999.2000000000003,1427.3499999999997,2028.5749999999969
PE,50,294,59.975,76,102,172,545,1053.1000000000001,1568.149999999999,2117.649999999997
PE,51,293,55,73,101,170,534.5,980.2000000000003,1456.149999999999,2045.199999999999
PE,52,290.5,55,68,94.9,161.75,527,992,1398.5499999999986,2089.2499999999986
PE,53,285.5,53.975,65,93,155,488,874.1000000000001,1274.1499999999999,1820.549999999997
PI,1,21,3,5,7,12,34,55,74,90.02499999999986
PI,2,19,4,5,7,12,31.25,50,66,86.02499999999986
PI,3,18,3,4,6,11,31,52,67,88.02499999999986
PI,4,18,3,4,6,11,30,51,71.04999999999995,96
PI,5,18,3,4,6,11,30,49,63.09999999999991,87
PI,6,19,3,4,6,11,32,53,70,93
PI,7,20,3,5,7,11.75,33,53,71,87.02499999999986
PI,8,20,4,5,7,12,33,55,72,94.02499999999986
PI,9,21,4,5,7,13,36,58.20000000000027,79,105.02499999999986
PI,10,23,4,6,8,14,38,60,85,117
PI,11,25,4,6,9,15,43,68,93,121
PI,12,31,5,8,11,18,49,75.10000000000014,98,132.0749999999996
PI,13,29,6,8,11,18,50,79,107,140
PI,14,35,8,11,14.900000000000006,22,57,91,125,164.0749999999996
PI,15,46,11,14,19,29,73,111,149.0999999999999,184
PI,16,56,14,18,23,35,88,136.10000000000014,184.0999999999999,247
PI,17,71,16,22,29,44,113,173,230,304.02499999999986
PI,18,86,23,28,37,55,135,208,283,359.02499999999986
PI,19,105,27,34.95,43,66.75,162,246,325.0999999999999,408.1999999999989
PI,20,121,33,42,53,79,190,296.2000000000003,389.04999999999995,475
PI,21,137,37.975,47.95,61,90,214,323,436.04999999999995,577.2499999999986
PI,22,164,45,55,71,106,252,398,520,677.2999999999984
PI,23,190,54.975,66,82,123,294.25,437,597,771.0999999999995
PI,24,212,64,75,94,140,337,502,643.1999999999998,864.174999999999
PI,25,249,68.975,83.95,107,162,381,590.1000000000001,786.05,1043.2499999999986
PI,26,272,73,96,124,178,429,638.3000000000004,847.2999999999997,1051.0499999999997
PI,27,294,88,107,132.9,190.75,456.25,698.2000000000003,928.3499999999997,1215.2999999999984
PI,28,312,91,111.95,144,206,487.25,726.4000000000005,997.4499999999996,1294.6749999999963
PI,29,334.5,98,122,152.9,219,506,773,1028.5999999999995,1308
PI,30,344.5,98,121,152.9,222,531,784,1032.05,1320.2499999999986
PI,31,354,101,124,152,228,528,761.1000000000001,1035.1499999999999,1327.0749999999996
PI,32,336,96,114.95,148,220,524,782.1000000000001,961.05,1310.5749999999914
PI,33,319.5,90,111,144,211.75,489,721.1000000000001,924.0999999999999,1177.0249999999999
PI,34,301,92.975,111,134,196,453,724.4000000000005,939.05,1197.4249999999977
PI,35,277,78.97500000000001,95,121,179,428,629.2000000000003,822.3999999999996,1037
PI,36,251,73,88,111.9,163,385.25,579.1000000000001,764.0999999999999,934.0249999999999
PI,37,224,58,77,98.9,144,345,517.1000000000001,696.1999999999998,907.0499999999997
PI,38,193,51,65.95,89,128,296,441.10000000000014,566.3499999999997,740.3499999999981
PI,39,173,47,59,78,114,262.25,397.10000000000014,505,615
PI,40,148,40.975,52,65,98.75,228,357.10000000000014,442.04999999999995,569.3249999999982
PI,41,134,38,46,60,88,206,311.10000000000014,424.04999999999995,546.0749999999996
PI,42,116,33,39,51,77,179.25,274.10000000000014,359.0999999999999,479.02499999999986
PI,43,101,27,35,44,66,154,239,319,420.0749999999996
PI,44,92,23,31,39,58,138,220,303,443.1499999999992
PI,45,76,20,24,32,49,121,194.10000000000014,269.04999999999995,354.549999999997
PI,46,68,18,22,29,43,109,169.20000000000027,231.04999999999995,310.02499999999986
PI,47,57,15,19,23,36,90,140,182.04999999999995,229.02499999999986
PI,48,47,12,16,20,30,75,120.10000000000014,172.04999999999995,219
PI,49,41,10,13,17,25,66,102,133,187.02499999999986
PI,50,35,7,10,13,21,55,91,125.04999999999995,159.02499999999986
PI,51,28.5,6,8,12,18,46,74,99,133
PI,52,26,6,7,10,16,41,66,88,119.02499999999986
PI,53,22,4.975000000000001,6,8,13,38,58,80,103.04999999999973
PR,1,256,32,43.95,63,124,569,1292.6000000000008,2128.6999999999994,3527.9749999999894
PR,2,287,35,51.95,72,135,632.75,1384.700000000001,2342.05,3545.3499999999985
PR,3,316,42,54,78,147,700.5,1499.1000000000001,2479.449999999999,4075.6999999999907
PR,4,344.5,42.975,60.95,91,170,785.75,1555.3000000000018,2939.1499999999987,4514.0250000000005
PR,5,384.5,48,67,97,186,857.5,1862.2000000000003,3089.999999999999,4958.249999999987
PR,6,445.5,52,71,108.9,208.75,958.5,2130.3,3596.349999999999,5977.0999999999995
PR,7,494,62,89.9,127.9,241.75,1128.25,2258.9000000000015,3548.249999999999,6146.224999999977
PR,8,545,71.975,94.95,143,258,1211.25,2410.4000000000033,4364.5999999999985,6844.024999999994
PR,9,612,71.975,112.95,166.9,295,1308.75,3052.3,5079.249999999999,7999.749999999995
PR,10,637,75.975,107,163,307.75,1428.5,2979,5228.399999999999,8864.174999999976
PR,11,720,97.975,134.95000000000002,187.9,348.5,1544.75,3389.4000000000005,5304,9471.924999999977
PR,12,811.5,93,133,202.9,408,1756.75,3808.3,6702.549999999996,10676.224999999966
PR,13,817,105.975,144.89999999999998,208.8,394,1840.75,3634.4000000000005,6233.949999999997,9361.549999999987
PR,14,948,119.92500000000001,165,241,456.75,2002.25,4313.900000000011,7402.849999999994,12924.874999999973
PR,15,1123,130.97500000000002,191.95,285.9,541.75,2481.25,5281.700000000001,9064.849999999995,13736.199999999966
PR,16,1418.5,180.925,240.8,347.9,683,2934.75,6512.4000000000005,10975.499999999998,18036.274999999972
PR,17,1640.5,230.925,319.95,464.9,870.5,3586.25,7797.000000000004,12670.099999999979,20798.54999999998
PR,18,2062,237.925,357.90000000000003,521,965.5,4419.25,10538.2,16689.3,26553.449999999997
PR,19,2467,293,420.75,624.7,1171.25,5568.5,12139.900000000001,20205.199999999997,32770.39999999987
PR,20,2924.5,358.75,489,726.9000000000001,1414,6243.25,13677.100000000004,23409.499999999978,38358.27499999981
PR,21,3458.5,418.875,627.9499999999999,847,1696.75,7311.25,15439.6,25023.849999999973,43445.87499999992
PR,22,3922.5,501.90000000000003,664.8000000000001,996.4,1938.75,8472,17283.100000000006,30050.39999999999,49258.42499999964
PR,23,4270.5,608,773.9000000000001,1152.8000000000002,2089.75,9389.75,20495.500000000007,32049.049999999996,50180.92499999995
PR,24,4922.5,655.95,890.85,1296.4,2413,10734.25,23764.70000000001,40149.84999999996,57195.67499999996
PR,25,5339.5,599.95,866.95,1338.5,2541.5,11524.75,23742.80000000001,42268.200000000004,68013.29999999996
PR,26,5744,733.9749999999999,1026.8,1480.8000000000002,2776,12290.5,24920.900000000016,42242.04999999999,68451.97499999989
PR,27,5881,666.925,1024.8500000000001,1476.9,2801.5,12592,27734.40000000002,47559.649999999994,77160.19999999987
PR,28,5841.5,729.975,1032.8,1481.2000000000003,2833,13005.5,29709.4,50866.19999999999,75846.7999999998
PR,29,5897,687.95,1001.7,1464.5,2821.5,12410.25,27443.000000000022,47328.74999999999,68922.19999999995
PR,30,5109,622.925,959.95,1413,2613.75,11345.75,23464.60000000002,44264.099999999984,67838.77499999997
PR,31,4861.5,612.775,853.95,1236,2371.25,10228.75,23556.800000000014,39139.59999999999,66882.72499999951
PR,32,4046,522.9,732.95,1089.8999999999999,1978,9079.75,19668.100000000035,32630.099999999995,44149.92499999992
PR,33,3209.5,419.79999999999995,576.8000000000001,841.5,1590.25,6909.5,16603.2,26776.299999999992,40754.574999999924
PR,34,2606,304,414,644.7,1248.75,5682.25,12373.800000000014,20767.849999999995,33260.79999999994
PR,35,1996.5,269,338.95000000000005,515.9,946.75,4420.25,8996.100000000002,15294.699999999995,23880.199999999993
PR,36,1549.5,175.975,245.95,375.9,725,3257,6589.500000000002,12281.299999999997,18430.574999999957
PR,37,1108,143,199,289,559.25,2403.5,5089.200000000002,8412.8,13928.099999999993
PR,38,845.5,107,157.95,230,428.75,1918.25,4017.100000000004,6401.449999999999,12361.574999999992
PR,39,697,91.975,135,185,344,1477.75,2985.800000000001,5008.299999999994,8048.849999999989
PR,40,522.5,67.975,91.9,136,264,1077.5,2418.000000000001,3930.949999999997,6293.249999999993
PR,41,421,54,74.95,108,205,947.25,2033.0000000000027,3459.049999999998,6069.749999999996
PR,42,334,45,61,87,163,719,1602.4000000000005,2492.6499999999996,4203.374999999993
PR,43,274,35.975,52,76,138,605.25,1312.6000000000008,2305.5999999999995,3878.549999999997
PR,44,243,29.975,41,61.900000000000006,114,527.25,1151.3000000000004,1953.05,3331.7499999999955
PR,45,215,25,37,57,102.75,469.5,1003.4000000000005,1737.3499999999997,2964.024999999994
PR,46,208,26,36,53,99,434.25,991.2000000000003,1590.3499999999997,2454.949999999995
PR,47,187,24,33.95,49,96,414.5,944.2000000000003,1622.4499999999996,2604.0499999999997
PR,48,183,22,29,44,89,411,901.0000000000014,1474.2999999999997,2175.474999999997
PR,49,190,20.975,30,48,90,410.5,869.8000000000011,1390.3499999999997,2166.6249999999854
PR,50,197,23,31,49,95,440.25,930.1000000000001,1576.1999999999998,2466.724999999996
PR,51,202,28,37,53,100,445.5,967.6000000000008,1567.4999999999995,2447.3749999999977
PR,52,224.5,25,36,53,105,475.5,998.5000000000007,1753.5999999999995,2721.7749999999905
PR,53,235,29.975,39,58.900000000000006,111,526.25,1174.3000000000004,1996.05,3429.399999999987
RJ,1,94,5,8,14,37,262,635.2000000000003,1155.6499999999985,2073.7749999999905
RJ,2,97,4,7,14,36,270,666.3000000000004,1216,2120.075
RJ,3,112,5,8,16,40,306,739.1000000000001,1232.2999999999997,2095.149999999999
RJ,4,125.5,5,9,16,44,341.5,805.2000000000016,1424.5499999999995,2328.0999999999995
RJ,5,134,6,9,20,48,341.75,824.700000000001,1400.8499999999992,2191
RJ,6,141,6,11,19,51,379.25,915.6000000000008,1700.3999999999996,3148.324999999976
RJ,7,154.5,8,13,23,57,396.25,1019.4000000000005,1847.2999999999997,2842.4499999999975
RJ,8,171.5,6,13,23,59,430,1079,1768.3499999999997,3235.0999999999995
RJ,9,185.5,9,16,27,69,491.5,1174.6000000000008,2104.6499999999987,3629.399999999998
